SUB_CLASS,CATEGORY,MAIN_CLASS,KMD,ROW_COUNT,GENERAL_ABBREVIATION,ASSOCIATED_LIPID_MAPS_EXAMPLES
Branched fatty acids [FA0102],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9541,248,FA X:0,"['FA 9:0', 'FA 9:0', 'FA 12:0', 'FA 13:0', 'FA 13:0', 'FA 14:0', 'FA 15:0', 'FA 15:0', 'FA 16:0', 'FA 17:0', 'FA 17:0', 'FA 18:0', 'FA 18:0', 'FA 19:0', 'FA 19:0', 'FA 20:0', 'FA 21:0', 'FA 22:0', 'FA 23:0', 'FA 24:0', 'FA 26:0', 'FA 25:0', 'FA 26:0', 'FA 27:0', 'FA 28:0', 'FA 31:0', 'FA 31:0', 'FA 21:0', 'FA 13:0', 'FA 14:0', 'FA 14:0', 'FA 15:0', 'FA 16:0', 'FA 16:0', 'FA 17:0', 'FA 17:0', 'FA 18:0', 'FA 18:0', 'FA 18:0', 'FA 18:0', 'FA 18:0', 'FA 19:0', 'FA 20:0', 'FA 20:0', 'FA 20:0', 'FA 20:0', 'FA 20:0', 'FA 12:0', 'FA 12:0', 'FA 12:0', 'FA 12:0', 'FA 12:0', 'FA 12:0', 'FA 12:0', 'FA 13:0', 'FA 13:0', 'FA 13:0', 'FA 13:0', 'FA 13:0', 'FA 13:0', 'FA 13:0', 'FA 13:0', 'FA 14:0', 'FA 14:0', 'FA 4:0', 'FA 5:0', 'FA 5:0', 'FA 6:0', 'FA 6:0', 'FA 6:0', 'FA 6:0', 'FA 6:0', 'FA 6:0', 'FA 7:0', 'FA 7:0', 'FA 7:0', 'FA 7:0', 'FA 7:0', 'FA 7:0', 'FA 7:0', 'FA 8:0', 'FA 9:0', 'FA 10:0', 'FA 11:0', 'FA 15:0', 'FA 17:0', 'FA 18:0', 'FA 18:0', 'FA 19:0', 'FA 19:0', 'FA 7:0', 'FA 7:0', 'FA 7:0', 'FA 8:0', 'FA 8:0', 'FA 8:0', 'FA 8:0', 'FA 8:0', 'FA 9:0', 'FA 9:0', 'FA 10:0', 'FA 11:0', 'FA 12:0', 'FA 13:0', 'FA 14:0', 'FA 14:0', 'FA 14:0', 'FA 14:0', 'FA 15:0', 'FA 15:0', 'FA 16:0', 'FA 16:0', 'FA 16:0', 'FA 16:0', 'FA 16:0', 'FA 16:0', 'FA 16:0', 'FA 16:0', 'FA 16:0', 'FA 16:0', 'FA 18:0', 'FA 19:0', 'FA 19:0', 'FA 5:0', 'FA 11:0', 'FA 11:0', 'FA 11:0', 'FA 11:0', 'FA 11:0', 'FA 11:0', 'FA 11:0', 'FA 14:0', 'FA 14:0', 'FA 14:0', 'FA 16:0', 'FA 17:0', 'FA 17:0', 'FA 17:0', 'FA 17:0', 'FA 17:0', 'FA 17:0', 'FA 17:0', 'FA 17:0', 'FA 17:0', 'FA 17:0', 'FA 18:0', 'FA 19:0', 'FA 19:0', 'FA 19:0', 'FA 19:0', 'FA 19:0', 'FA 19:0', 'FA 19:0', 'FA 19:0', 'FA 19:0', 'FA 19:0', 'FA 20:0', 'FA 21:0', 'FA 22:0', 'FA 22:0', 'FA 24:0', 'FA 23:0', 'FA 24:0', 'FA 24:0', 'FA 30:0', 'FA 8:0', 'FA 9:0', 'FA 9:0', 'FA 9:0', 'FA 10:0', 'FA 10:0', 'FA 15:0', 'FA 16:0', 'FA 11:0', 'FA 13:0', 'FA 17:0', 'FA 9:0', 'FA 14:0', 'FA 38:0', 'FA 17:0', 'FA 8:0', 'FA 14:0', 'FA 11:0', 'FA 16:0', 'FA 8:0', 'FA 18:0', 'FA 24:0', 'FA 25:0', 'FA 26:0', 'FA 31:0', 'FA 33:0', 'FA 34:0', 'FA 36:0', 'FA 37:0', 'FA 39:0', 'FA 40:0', 'FA 42:0', 'FA 43:0', 'FA 45:0', 'FA 46:0', 'FA 48:0', 'FA 24:0', 'FA 25:0', 'FA 26:0', 'FA 27:0', 'FA 28:0', 'FA 29:0', 'FA 30:0', 'FA 31:0', 'FA 32:0', 'FA 33:0', 'FA 34:0', 'FA 35:0', 'FA 20:0', 'FA 26:0', 'FA 9:0', 'FA 11:0', 'FA 13:0', 'FA 15:0', 'FA 25:0', 'FA 25:0', 'FA 26:0', 'FA 26:0', 'FA 26:0', 'FA 16:0', 'FA 21:0', 'FA 14:0', 'FA 15:0', 'FA 17:0', 'FA 8:0', 'FA 19:0', 'FA 10:0', 'FA 20:0', 'FA 19:0', 'FA 17:0', 'FA 19:0', 'FA 21:0', 'FA 18:0', 'FA 18:0', 'FA 20:0', 'FA 22:0', 'FA 16:0', 'FA 12:0', 'FA 14:0', 'FA 14:0', 'FA 16:0', 'FA 16:0', 'FA 16:0']"
Lactones [FA0704],Fatty Acyls [FA],Fatty esters [FA07],0.9541,1,FA X:0,['FA 30:0']
Straight chain fatty acids [FA0101],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9541,39,FA X:0,"['FA 16:0', 'FA 2:0', 'FA 3:0', 'FA 4:0', 'FA 5:0', 'FA 6:0', 'FA 7:0', 'FA 8:0', 'FA 9:0', 'FA 10:0', 'FA 11:0', 'FA 12:0', 'FA 13:0', 'FA 14:0', 'FA 15:0', 'FA 17:0', 'FA 18:0', 'FA 19:0', 'FA 20:0', 'FA 21:0', 'FA 22:0', 'FA 23:0', 'FA 24:0', 'FA 25:0', 'FA 26:0', 'FA 27:0', 'FA 28:0', 'FA 29:0', 'FA 30:0', 'FA 31:0', 'FA 32:0', 'FA 33:0', 'FA 34:0', 'FA 35:0', 'FA 36:0', 'FA 37:0', 'FA 38:0', 'FA 46:0', 'FA 14:0']"
Unsaturated fatty acids [FA0103],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9541,1,FA X:0,['FA 10:0']
Branched fatty acids [FA0102],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9312,18,FA X:0;O,"['FA 31:0;O', 'FA 33:0;O', 'FA 34:0;O', 'FA 36:0;O', 'FA 37:0;O', 'FA 39:0;O', 'FA 40:0;O', 'FA 42:0;O', 'FA 43:0;O', 'FA 45:0;O', 'FA 46:0;O', 'FA 48:0;O', 'FA 24:0;O', 'FA 26:0;O', 'FA 27:0;O', 'FA 28:0;O', 'FA 6:0;O', 'FA 19:0;O']"
Hydroxy fatty acids [FA0105],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9312,190,FA X:0;O,"['FA 14:0;O', 'FA 4:0;O', 'FA 4:0;O', 'FA 4:0;O', 'FA 5:0;O', 'FA 5:0;O', 'FA 5:0;O', 'FA 5:0;O', 'FA 6:0;O', 'FA 6:0;O', 'FA 6:0;O', 'FA 6:0;O', 'FA 6:0;O', 'FA 7:0;O', 'FA 7:0;O', 'FA 7:0;O', 'FA 7:0;O', 'FA 8:0;O', 'FA 8:0;O', 'FA 8:0;O', 'FA 8:0;O', 'FA 9:0;O', 'FA 9:0;O', 'FA 9:0;O', 'FA 9:0;O', 'FA 9:0;O', 'FA 10:0;O', 'FA 10:0;O', 'FA 10:0;O', 'FA 10:0;O', 'FA 11:0;O', 'FA 11:0;O', 'FA 12:0;O', 'FA 12:0;O', 'FA 12:0;O', 'FA 12:0;O', 'FA 13:0;O', 'FA 13:0;O', 'FA 13:0;O', 'FA 14:0;O', 'FA 15:0;O', 'FA 15:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 17:0;O', 'FA 17:0;O', 'FA 19:0;O', 'FA 19:0;O', 'FA 20:0;O', 'FA 20:0;O', 'FA 20:0;O', 'FA 21:0;O', 'FA 22:0;O', 'FA 22:0;O', 'FA 22:0;O', 'FA 24:0;O', 'FA 10:0;O', 'FA 10:0;O', 'FA 10:0;O', 'FA 10:0;O', 'FA 11:0;O', 'FA 11:0;O', 'FA 11:0;O', 'FA 12:0;O', 'FA 12:0;O', 'FA 12:0;O', 'FA 13:0;O', 'FA 14:0;O', 'FA 14:0;O', 'FA 14:0;O', 'FA 14:0;O', 'FA 14:0;O', 'FA 15:0;O', 'FA 15:0;O', 'FA 15:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 21:0;O', 'FA 21:0;O', 'FA 21:0;O', 'FA 22:0;O', 'FA 23:0;O', 'FA 24:0;O', 'FA 24:0;O', 'FA 25:0;O', 'FA 26:0;O', 'FA 26:0;O', 'FA 28:0;O', 'FA 30:0;O', 'FA 7:0;O', 'FA 8:0;O', 'FA 8:0;O', 'FA 8:0;O', 'FA 9:0;O', 'FA 9:0;O', 'FA 4:0;O', 'FA 10:0;O', 'FA 10:0;O', 'FA 10:0;O', 'FA 10:0;O', 'FA 10:0;O', 'FA 12:0;O', 'FA 12:0;O', 'FA 12:0;O', 'FA 20:0;O', 'FA 7:0;O', 'FA 26:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 9:0;O', 'FA 8:0;O', 'FA 8:0;O', 'FA 8:0;O', 'FA 8:0;O', 'FA 8:0;O', 'FA 15:0;O', 'FA 15:0;O', 'FA 15:0;O', 'FA 24:0;O', 'FA 14:0;O', 'FA 14:0;O', 'FA 14:0;O', 'FA 14:0;O', 'FA 13:0;O', 'FA 11:0;O', 'FA 4:0;O', 'FA 26:0;O', 'FA 12:0;O', 'FA 12:0;O', 'FA 12:0;O', 'FA 12:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 17:0;O', 'FA 10:0;O', 'FA 26:0;O', 'FA 6:0;O', 'FA 6:0;O', 'FA 6:0;O', 'FA 6:0;O', 'FA 4:0;O', 'FA 6:0;O', 'FA 5:0;O', 'FA 5:0;O', 'FA 5:0;O', 'FA 5:0;O', 'FA 5:0;O', 'FA 5:0;O', 'FA 8:0;O', 'FA 5:0;O', 'FA 5:0;O', 'FA 6:0;O', 'FA 6:0;O', 'FA 16:0;O', 'FA 4:0;O', 'FA 16:0;O', 'FA 16:0;O', 'FA 17:0;O', 'FA 6:0;O', 'FA 8:0;O', 'FA 18:0;O', 'FA 6:0;O', 'FA 6:0;O', 'FA 4:0;O', 'FA 9:0;O', 'FA 4:0;O', 'FA 5:0;O', 'FA 14:0;O', 'FA 18:0;O', 'FA 5:0;O', 'FA 5:0;O', 'FA 8:0;O', 'FA 8:0;O', 'FA 32:0;O', 'FA 12:0;O', 'FA 33:0;O', 'FA 16:0;O', 'FA 14:0;O', 'FA 15:0;O', 'FA 15:0;O', 'FA 28:0;O', 'FA 16:0;O']"
Hydroxy fatty acids [FA0105],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9771,1,FA X:0;O,['FA 8:0;O']
Methoxy fatty acids [FA0108],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9312,14,FA X:0;O,"['FA 17:0;O', 'FA 17:0;O', 'FA 16:0;O', 'FA 18:0;O', 'FA 22:0;O', 'FA 24:0;O', 'FA 15:0;O', 'FA 11:0;O', 'FA 19:0;O', 'FA 19:0;O', 'FA 21:0;O', 'FA 21:0;O', 'FA 18:0;O', 'FA 20:0;O']"
Mycolic acids [FA0116],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9312,1,FA X:0;O,['FA 46:0;O']
Other Octadecanoids [FA0200],Fatty Acyls [FA],Octadecanoids [FA02],0.9312,25,FA X:0;O,"['FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O', 'FA 18:0;O']"
Thromboxanes [FA0303],Fatty Acyls [FA],Eicosanoids [FA03],0.9771,1,FA X:0;O,['FA 20:0;O']
Unsaturated fatty acids [FA0103],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9312,1,FA X:0;O,['FA 25:0;O']
Hydroxy fatty acids [FA0105],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9082,34,FA X:0;O2,"['FA 14:0;O2', 'FA 15:0;O2', 'FA 16:0;O2', 'FA 16:0;O2', 'FA 20:0;O2', 'FA 15:0;O2', 'FA 15:0;O2', 'FA 16:0;O2', 'FA 16:0;O2', 'FA 22:0;O2', 'FA 8:0;O2', 'FA 16:0;O2', 'FA 16:0;O2', 'FA 6:0;O2', 'FA 4:0;O2', 'FA 5:0;O2', 'FA 4:0;O2', 'FA 4:0;O2', 'FA 4:0;O2', 'FA 22:0;O2', 'FA 20:0;O2', 'FA 10:0;O2', 'FA 6:0;O2', 'FA 5:0;O2', 'FA 4:0;O2', 'FA 5:0;O2', 'FA 6:0;O2', 'FA 16:0;O2', 'FA 17:0;O2', 'FA 18:0;O2', 'FA 25:0;O2', 'FA 30:0;O2', 'FA 22:0;O2', 'FA 18:0;O2']"
Methoxy fatty acids [FA0108],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9082,4,FA X:0;O2,"['FA 20:0;O2', 'FA 10:0;O2', 'FA 11:0;O2', 'FA 14:0;O2']"
Mycolic acids [FA0116],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9082,24,FA X:0;O2,"['FA 71:0;O2', 'FA 73:0;O2', 'FA 75:0;O2', 'FA 75:0;O2', 'FA 77:0;O2', 'FA 79:0;O2', 'FA 79:0;O2', 'FA 81:0;O2', 'FA 83:0;O2', 'FA 73:0;O2', 'FA 75:0;O2', 'FA 77:0;O2', 'FA 74:0;O2', 'FA 76:0;O2', 'FA 79:0;O2', 'FA 68:0;O2', 'FA 70:0;O2', 'FA 72:0;O2', 'FA 74:0;O2', 'FA 76:0;O2', 'FA 78:0;O2', 'FA 80:0;O2', 'FA 82:0;O2', 'FA 84:0;O2']"
Other Octadecanoids [FA0200],Fatty Acyls [FA],Octadecanoids [FA02],0.9082,17,FA X:0;O2,"['FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2', 'FA 18:0;O2']"
Hydroxy fatty acids [FA0105],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8853,9,FA X:0;O3,"['FA 6:0;O3', 'FA 16:0;O3', 'FA 16:0;O3', 'FA 16:0;O3', 'FA 16:0;O3', 'FA 5:0;O3', 'FA 5:0;O3', 'FA 18:0;O3', 'FA 16:0;O3']"
Other Octadecanoids [FA0200],Fatty Acyls [FA],Octadecanoids [FA02],0.8853,3,FA X:0;O3,"['FA 18:0;O3', 'FA 18:0;O3', 'FA 18:0;O3']"
Hydroxy fatty acids [FA0105],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8623,2,FA X:0;O4,"['FA 6:0;O4', 'FA 22:0;O4']"
Other Octadecanoids [FA0200],Fatty Acyls [FA],Octadecanoids [FA02],0.8623,1,FA X:0;O4,['FA 18:0;O4']
Hydroxy fatty acids [FA0105],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8164,1,FA X:0;O6,['FA 18:0;O6']
Carbocyclic fatty acids [FA0114],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9407,32,FA X:1,"['FA 19:1', 'FA 17:1', 'FA 18:1', 'FA 19:1', 'FA 19:1', 'FA 17:1', 'FA 27:1', 'FA 11:1', 'FA 18:1', 'FA 17:1', 'FA 17:1', 'FA 18:1', 'FA 15:1', 'FA 16:1', 'FA 23:1', 'FA 14:1', 'FA 19:1', 'FA 17:1', 'FA 13:1', 'FA 12:1', 'FA 19:1', 'FA 13:1', 'FA 11:1', 'FA 13:1', 'FA 20:1', 'FA 17:1', 'FA 16:1', 'FA 20:1', 'FA 21:1', 'FA 21:1', 'FA 12:1', 'FA 12:1']"
Other Docosanoids [FA0400],Fatty Acyls [FA],Docosanoids [FA04],0.9407,1,FA X:1,['FA 22:1']
Prostaglandins [FA0301],Fatty Acyls [FA],Eicosanoids [FA03],0.9407,1,FA X:1,['FA 20:1']
Carbocyclic fatty acids [FA0114],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9178,2,FA X:1;O,"['FA 20:1;O', 'FA 18:1;O']"
Lactones [FA0704],Fatty Acyls [FA],Fatty esters [FA07],0.9178,17,FA X:1;O,"['FA 7:1;O', 'FA 6:1;O', 'FA 11:1;O', 'FA 11:1;O', 'FA 10:1;O', 'FA 11:1;O', 'FA 12:1;O', 'FA 13:1;O', 'FA 10:1;O', 'FA 17:1;O', 'FA 22:1;O', 'FA 12:1;O', 'FA 12:1;O', 'FA 10:1;O', 'FA 13:1;O', 'FA 12:1;O', 'FA 12:1;O']"
Oxo fatty acids [FA0106],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9178,121,FA X:1;O,"['FA 10:1;O', 'FA 4:1;O', 'FA 4:1;O', 'FA 5:1;O', 'FA 5:1;O', 'FA 5:1;O', 'FA 6:1;O', 'FA 6:1;O', 'FA 6:1;O', 'FA 6:1;O', 'FA 7:1;O', 'FA 7:1;O', 'FA 7:1;O', 'FA 7:1;O', 'FA 7:1;O', 'FA 8:1;O', 'FA 8:1;O', 'FA 8:1;O', 'FA 8:1;O', 'FA 8:1;O', 'FA 8:1;O', 'FA 9:1;O', 'FA 9:1;O', 'FA 9:1;O', 'FA 9:1;O', 'FA 9:1;O', 'FA 10:1;O', 'FA 10:1;O', 'FA 10:1;O', 'FA 10:1;O', 'FA 10:1;O', 'FA 10:1;O', 'FA 11:1;O', 'FA 11:1;O', 'FA 11:1;O', 'FA 11:1;O', 'FA 11:1;O', 'FA 12:1;O', 'FA 12:1;O', 'FA 13:1;O', 'FA 13:1;O', 'FA 13:1;O', 'FA 14:1;O', 'FA 14:1;O', 'FA 14:1;O', 'FA 15:1;O', 'FA 15:1;O', 'FA 15:1;O', 'FA 16:1;O', 'FA 16:1;O', 'FA 16:1;O', 'FA 16:1;O', 'FA 16:1;O', 'FA 16:1;O', 'FA 16:1;O', 'FA 16:1;O', 'FA 16:1;O', 'FA 17:1;O', 'FA 3:1;O', 'FA 10:1;O', 'FA 10:1;O', 'FA 11:1;O', 'FA 12:1;O', 'FA 12:1;O', 'FA 12:1;O', 'FA 12:1;O', 'FA 14:1;O', 'FA 13:1;O', 'FA 14:1;O', 'FA 14:1;O', 'FA 14:1;O', 'FA 16:1;O', 'FA 15:1;O', 'FA 15:1;O', 'FA 16:1;O', 'FA 16:1;O', 'FA 17:1;O', 'FA 17:1;O', 'FA 17:1;O', 'FA 19:1;O', 'FA 19:1;O', 'FA 19:1;O', 'FA 19:1;O', 'FA 20:1;O', 'FA 20:1;O', 'FA 20:1;O', 'FA 21:1;O', 'FA 21:1;O', 'FA 21:1;O', 'FA 21:1;O', 'FA 22:1;O', 'FA 22:1;O', 'FA 22:1;O', 'FA 22:1;O', 'FA 22:1;O', 'FA 23:1;O', 'FA 23:1;O', 'FA 23:1;O', 'FA 24:1;O', 'FA 9:1;O', 'FA 9:1;O', 'FA 9:1;O', 'FA 9:1;O', 'FA 9:1;O', 'FA 5:1;O', 'FA 9:1;O', 'FA 26:1;O', 'FA 12:1;O', 'FA 12:1;O', 'FA 14:1;O', 'FA 4:1;O', 'FA 5:1;O', 'FA 4:1;O', 'FA 28:1;O', 'FA 33:1;O', 'FA 28:1;O', 'FA 8:1;O', 'FA 10:1;O', 'FA 28:1;O', 'FA 30:1;O', 'FA 30:1;O']"
Branched fatty acids [FA0102],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8948,4,FA X:1;O2,"['FA 5:1;O2', 'FA 6:1;O2', 'FA 29:1;O2', 'FA 32:1;O2']"
Dicarboxylic acids [FA0117],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8948,53,FA X:1;O2,"['FA 8:1;O2', 'FA 10:1;O2', 'FA 11:1;O2', 'FA 12:1;O2', 'FA 13:1;O2', 'FA 13:1;O2', 'FA 13:1;O2', 'FA 13:1;O2', 'FA 13:1;O2', 'FA 14:1;O2', 'FA 14:1;O2', 'FA 14:1;O2', 'FA 14:1;O2', 'FA 15:1;O2', 'FA 15:1;O2', 'FA 15:1;O2', 'FA 16:1;O2', 'FA 17:1;O2', 'FA 17:1;O2', 'FA 17:1;O2', 'FA 17:1;O2', 'FA 17:1;O2', 'FA 17:1;O2', 'FA 18:1;O2', 'FA 20:1;O2', 'FA 21:1;O2', 'FA 22:1;O2', 'FA 23:1;O2', 'FA 24:1;O2', 'FA 26:1;O2', 'FA 3:1;O2', 'FA 30:1;O2', 'FA 4:1;O2', 'FA 6:1;O2', 'FA 7:1;O2', 'FA 9:1;O2', 'FA 16:1;O2', 'FA 16:1;O2', 'FA 6:1;O2', 'FA 6:1;O2', 'FA 7:1;O2', 'FA 7:1;O2', 'FA 5:1;O2', 'FA 8:1;O2', 'FA 5:1;O2', 'FA 6:1;O2', 'FA 4:1;O2', 'FA 5:1;O2', 'FA 10:1;O2', 'FA 19:1;O2', 'FA 30:1;O2', 'FA 27:1;O2', 'FA 29:1;O2']"
Epoxy fatty acids [FA0107],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8948,1,FA X:1;O2,['FA 20:1;O2']
Lactones [FA0704],Fatty Acyls [FA],Fatty esters [FA07],0.8948,2,FA X:1;O2,"['FA 7:1;O2', 'FA 16:1;O2']"
Oxo fatty acids [FA0106],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8948,2,FA X:1;O2,"['FA 18:1;O2', 'FA 18:1;O2']"
Prostaglandins [FA0301],Fatty Acyls [FA],Eicosanoids [FA03],0.8948,1,FA X:1;O2,['FA 20:1;O2']
Unsaturated fatty acids [FA0103],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8948,1,FA X:1;O2,['FA 9:1;O2']
Dicarboxylic acids [FA0117],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8719,15,FA X:1;O3,"['FA 6:1;O3', 'FA 6:1;O3', 'FA 16:1;O3', 'FA 16:1;O3', 'FA 7:1;O3', 'FA 10:1;O3', 'FA 7:1;O3', 'FA 7:1;O3', 'FA 6:1;O3', 'FA 12:1;O3', 'FA 6:1;O3', 'FA 10:1;O3', 'FA 8:1;O3', 'FA 14:1;O3', 'FA 9:1;O3']"
Heterocyclic fatty acids [FA0115],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8719,1,FA X:1;O3,['FA 18:1;O3']
Methoxy fatty acids [FA0108],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8719,4,FA X:1;O3,"['FA 20:1;O3', 'FA 20:1;O3', 'FA 20:1;O3', 'FA 19:1;O3']"
Mycolic acids [FA0116],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8719,9,FA X:1;O3,"['FA 51:1;O3', 'FA 55:1;O3', 'FA 59:1;O3', 'FA 53:1;O3', 'FA 57:1;O3', 'FA 61:1;O3', 'FA 55:1;O3', 'FA 59:1;O3', 'FA 63:1;O3']"
Dicarboxylic acids [FA0117],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8489,1,FA X:1;O4,['FA 18:1;O4']
Oxo fatty acids [FA0106],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8489,1,FA X:1;O4,['FA 12:1;O4']
Dicarboxylic acids [FA0117],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.803,2,FA X:1;O6,"['FA 6:1;O6', 'FA 6:1;O6']"
Unsaturated fatty acids [FA0103],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.6595,1,FA X:10;O7,['FA 48:10;O7']
Unsaturated fatty acids [FA0103],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.5773,3,FA X:11;O10,"['FA 47:11;O10', 'FA 47:11;O10', 'FA 47:11;O10']"
Unsaturated fatty acids [FA0103],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.6232,5,FA X:11;O8,"['FA 47:11;O8', 'FA 47:11;O8', 'FA 47:11;O8', 'FA 47:11;O8', 'FA 47:11;O8']"
Hydroxy fatty acids [FA0105],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.6002,1,FA X:11;O9,['FA 47:11;O9']
Unsaturated fatty acids [FA0103],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.6002,8,FA X:11;O9,"['FA 47:11;O9', 'FA 47:11;O9', 'FA 47:11;O9', 'FA 47:11;O9', 'FA 47:11;O9', 'FA 47:11;O9', 'FA 47:11;O9', 'FA 47:11;O9']"
Other Octadecanoids [FA0200],Fatty Acyls [FA],Octadecanoids [FA02],0.9273,4,FA X:2,"['FA 18:2', 'FA 19:2', 'FA 18:2', 'FA 18:2']"
12-oxophytodienoic acid metabolites [FA0201],Fatty Acyls [FA],Octadecanoids [FA02],0.9044,6,FA X:2;O,"['FA 18:2;O', 'FA 18:2;O', 'FA 16:2;O', 'FA 16:2;O', 'FA 14:2;O', 'FA 14:2;O']"
Epoxy fatty acids [FA0107],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.9044,3,FA X:2;O,"['FA 20:2;O', 'FA 20:2;O', 'FA 16:2;O']"
Jasmonic acids [FA0202],Fatty Acyls [FA],Octadecanoids [FA02],0.9044,5,FA X:2;O,"['FA 12:2;O', 'FA 12:2;O', 'FA 12:2;O', 'FA 12:2;O', 'FA 12:2;O']"
Other Eicosanoids [FA0300],Fatty Acyls [FA],Eicosanoids [FA03],0.9044,4,FA X:2;O,"['FA 20:2;O', 'FA 20:2;O', 'FA 20:2;O', 'FA 20:2;O']"
Clavulones [FA0312],Fatty Acyls [FA],Eicosanoids [FA03],0.6979,1,FA X:2;O10,['FA 19:2;O10']
Carbocyclic fatty acids [FA0114],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8814,1,FA X:2;O2,['FA 18:2;O2']
Hydroperoxy fatty acids [FA0104],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8814,3,FA X:2;O2,"['FA 20:2;O2', 'FA 23:2;O2', 'FA 23:2;O2']"
Jasmonic acids [FA0202],Fatty Acyls [FA],Octadecanoids [FA02],0.8814,2,FA X:2;O2,"['FA 12:2;O2', 'FA 12:2;O2']"
Other Eicosanoids [FA0300],Fatty Acyls [FA],Eicosanoids [FA03],0.8814,1,FA X:2;O2,['FA 18:2;O2']
Other Eicosanoids [FA0300],Fatty Acyls [FA],Eicosanoids [FA03],0.8585,1,FA X:2;O3,['FA 18:2;O3']
Phytoprostanes [FA0203],Fatty Acyls [FA],Octadecanoids [FA02],0.8585,18,FA X:2;O3,"['FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3', 'FA 18:2;O3']"
Prostaglandins [FA0301],Fatty Acyls [FA],Eicosanoids [FA03],0.8585,7,FA X:2;O3,"['FA 20:2;O3', 'FA 20:2;O3', 'FA 20:2;O3', 'FA 20:2;O3', 'FA 18:2;O3', 'FA 20:2;O3', 'FA 16:2;O3']"
